NU_INSCRICAO,NU_NOTA_MT
24550edb10f283ef4e953fd6a8fedbfa211bd456,-2.7214744574406664
1e61a474acdc043eb39a89c17fab34bd2ea1a940,393.590068843087
940af68ded6af2875708611051aa7ff3f134d80b,495.7214474805273
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,469.4258604722666
c76ddf6e9f80984e901b12f9462a3cf029bea290,557.602193486252
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,453.1203771595297
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,254.60365072760453
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,240.08892981141634
92823d467a2ced9529801e0e8a94802dd88f0c17,418.5035581507536
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,586.9594735677849
413cbb38b2e2522f8167ffb9daeac1347b281393,486.0085296655898
68985fad004092956a4b4ce94dd53dc76d07eaf7,549.4513456882937
bdca9aeb19521675af15f2c28d86f6bebc45a834,574.102118280576
b65b19d42b7a4b644fe9f99366dcb37b120862d9,407.63177596468347
eda898aa8ec465cbac70de72ead0c6d688e5f95a,410.68917157683256
5357b6c09be4c7f3829b72f80de846a9228253cb,-4.724285636629457
8d5c4481d736f6ce27976e400f4245bf10757608,444.9375032635648
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,2.4784969867109297
089613ac7dca24109f84c72a97c83b2768b1df1c,-0.4310222045294658
527773409bf373301dbd835e59a263c035c043b8,1.9832842783952396
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.7677555158036249
c4cea54435c0fd0e171eed4c215479bb3ca86113,433.456296169203
7d5cd89c6112b9a202a025a24355135bc60848c6,509.53815104767347
b70ab62384aa80545928a311f5b5d3db2f4d87ee,538.3242445527173
c96431dd924f366d2229a7f1455388b8cd85be49,602.8236857347729
1b72da5bb82cc150ecfe71218c02f155d694230b,2.427718965307938
e429507efe1c2680cc464481850117d17083cd88,3.017798171807166
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,421.6436387122204
e724482370ae6126008ade80b564ad8d8a0a7cbd,439.8656808685012
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,628.7103054438674
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,4.6946061902429665
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,465.7760499245645
7f898f8939ae054359f83ee154bb91bc7dd2c959,548.1657760732833
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,483.04181915415114
82e3b12c6366008fabc238f299f117074e78de5d,387.84112674817356
0d838be0e718ceb786cdb10fcc12559e00440240,535.4772738915983
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,466.6281735095436
5a9d89465845ac2d81366275cbb1a81d627efd36,-1.9496219391128575
c83fe640ba466ba904ac1055e53a875289888797,466.67519146381943
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,456.1940187737536
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,411.2281958761473
328639a0c753715c30a58bae70c82f2101153eb3,422.02569607789064
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,5.472514251639527
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,566.0275377433161
f56746cc2900258507d2b32c126f8db090db856f,439.6196104979068
1a4963b5fea8bb25c67750cdafbe84b01efad177,394.02916415301206
b520c940e62f4ed684417e7eacf00d85752060da,490.86335815142246
2e170cf2651ed448991af6fc5df15167733b2d8f,478.04169107066747
6efdd93a0ae289be6bb5a400bfc1deb077d75886,349.3050559364607
72ac2acc787d8cba0934cca3810ac091d792c8db,504.5489772187817
92a25eee14554806f081869cc9dac868fd1860fb,441.7947928988228
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,383.2429670781344
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,481.5534495242319
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,580.2293849014611
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,458.41186234390346
1730807e4916c5f7e8ab21e02ac5657bcea3e732,12.21128180448445
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,466.6399902403106
1a46d99716282410d1170f0f35069b34e34415d4,308.1728489985511
0467e022da4ef897f666bc76f31e1bc8976f7e92,510.60198461018496
993aca0d5eac6741117947c82a3647102096255e,465.10952337919286
94c96ade6ade21deb080bba6aad537fc4f195d47,346.0969242941803
36bb672077a46a3e4755cef90437a616d28bdf23,407.5775528211036
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,394.3231217229285
328ca19128d276eb4fbc309c54ec7f346c803d2f,760.611787595961
27cdb62f0a2a5467efeb30aafbf246ed2320c532,379.92026760983464
c52cae37c3653620bbec72264c502f45ca2a8671,-2.2534747425517967
f9ef2695eb0986666093945894b8f2fee351bf22,551.7386729417453
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.7677555158036249
e21faa0c07406dde71ec02f266b19b314ba8b0e2,4.623304720035599
8a021391cdaac100dab56c59284bd50137a74129,552.6331252358971
12ee0df69325d97cb95404958c4acf4112aeab8a,10.295704513635142
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,458.5956868127577
66cf0f8b5af2466f9616fd15c0c10344df84982a,27.89910988412383
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,471.0267567008805
60edc5708acd60680891ea15379dd07c7a5924ff,-6.566655237177309
b9f786712775e0d1d735398d710b01f404c985a3,378.4587981513487
564958997e204bda06fbe90afc4722805c78a855,509.69606337695353
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,385.3611016644392
527098f4ee3ceb5c393981930d23b8fe154f4db9,-3.875076105025528
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,508.1878898342362
8296743fdd105ce9183561cf5b359b0a3781465e,414.18065177426894
a3b79e8c739832c77df2ba6bcdb23a7518155a33,22.33345933178986
6602c7f15a1fdd082265b64976448c6809df792d,492.3539128056529
31ae66f0fe024acae4490915c348e487f2367574,508.0377803990541
81901aa980653106e64863d957387d24e2c00af3,377.139012120013
28e10d1bd0b6effe0edd503446ebda948ad240ad,416.39074349306964
53a7ee52a87f80241e2ca13c923e06b72bf3a059,368.4870587977799
50be5f75fdaedae454b0c3d63b7277854bd08d8f,250.01538036952272
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,3.5373565772074542
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,624.1562039997705
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.7677555158036249
02681b5c893b94db204713cb4b20dde6fc3f2f95,578.9918629996321
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,403.0221391287367
829dd51f77f3ae74c2216de2d86139bd0a03367c,9.501701637993282
28c6829e69879bc1d34db1cd51b89562d3cc596b,514.6040681030054
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,466.24036119929974
96715a069fbcb2e84b26a01563921962ccc4601e,-0.5494537306891756
923538833160e8432636c88e8119378a43b3d766,416.6920313844362
aacb834258765a2959ee63c57d2be4923d11a696,437.7721941507475
c32e484025571dd94255a77f21de08ab8d2aaba8,476.54828227104605
d425deeec0a3c7006f14d732eff8933d5155067f,468.419267161276
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,483.09284923062654
716a178e9a6f7791b820da77879943ac9040a547,425.8383126621162
430212cd8767ef2bff8cda0f61729203fef7523e,427.09530345139507
e97d33221238e445688a0e984778d4ecac788be2,546.4825812149161
695c9481580951d830c4431fc6c9dee778ba9ca1,22.406856493843197
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,508.86382258511304
0411742cbb54fe1b6927b25f0bb52b885828c828,436.0602653004944
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,408.0107043907035
bc40729846bf209b06e2a9a890e01d4e6780f5b4,5.421736230236538
e4e7a38b58319ad0a5cde4848622b21783c907e9,488.9322820860839
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,538.9144371539508
aec1b63c3f0c9554e533752d8fe138ca82101d4a,411.7993585340729
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,500.3928991510703
4b48d500ba4410546ce01f7f6d44bcbafa73994f,410.09682542880364
edf33c347c866d26872f540bcc1f6ae415f3294c,480.1415420504964
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,549.4513106287056
3a265ea6ebdc4eb2520db912adf5592f03b3d634,361.5252755284584
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.05318924007593484
0ade5488fd62db34c11a369bdbb4327faacc1635,5.122946062910369
e418fbb77e6ff4103205f3b7f6a66d53183d809b,409.1677279806116
8ddbfe70cd41135cb6f125335a48d100789edbf7,377.69060948089765
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,3.1032903147900894
1d3e406d0223d4cb0328850d689ba9fcadf62776,423.8828005929923
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-6.845528341977958
ecaf075653faf2dcdf946c0ce50629f5083347c0,442.8164265252034
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,465.93207911069317
d43894c5e83bb3a7e5000636295b0b050de19309,1.3961968093334338
5b7877d12550dd35d27a02b66a13f2a27bce11ca,422.5895739635927
18f800ec03e33ebad5fb97aa8465dd3e5961337e,416.86500738961246
bb39cc6296f2c9da3963994899c5c34b50965720,4.470939741404387
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-0.6002317520921654
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,472.3389426336694
e887be276bf553575b20ed1a0de8833d9cb7e247,14.324916693159516
cc8794762ffa592758b5117d67e0d02e2e8b9c49,554.6225827762696
894d277c608610fa8c31db531f64582b9569b2e9,394.9405686784703
b2e029961aa0f20071b74708e0d97e6f200ec582,470.217294984446
12c7d85e168b09a0278df140a22bcb0052a59b0a,285.8738838228263
64c4892488a9c6281bdabf467a0b5a6382d248e6,458.53384562691616
944e790f6e64eccf6df361247858165f17dd7abb,7.211249385082084
ac112e94587e6e4249b7182329ee5a5040ae94ea,580.4773026631758
a58cf11e498228f9aaca92b0c49f955a6163fb59,450.2383632577471
e8c84701c041b7f3b39f3125a0449fa633589fbe,484.04706375839163
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,657.7985772414206
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,2.4445635342394256
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,443.62731206728967
e64ad901853230e396be49311ea98121c348fac6,438.46171121678657
8532af19be3729ea233c1f29e4c015820fc7fb3a,539.2434574194031
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,484.29298486999653
26853fd075fe27954772c3070997635b94f32b83,432.38242841664487
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,563.6809223839821
574ec310dee846f9ae8eb278480257d463f6fbcc,525.8506883765303
ebb32b8df4ff9b202ba904f310724ce230cb4305,2.9509253361588765
8a46e35787225c3e7adef2b998ad9c93a952106b,511.56635359266915
b62bf908b504e8c6898777a7f5b88afed358caea,434.9991968925209
10d22971ca4f53fc62d02905809ff1c37fbb68fc,595.766027311365
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,380.9857153713292
cad47b624b484cb16291449cee30707a46c20199,7.593756956988027
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,534.3189407501318
bb6c0df09cb6663f142ce6da382b804353453af2,5.448949223663359
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,476.411876191454
7bd0affe1bdd3681a0faecd80a3d48c023b986de,13.291955073352273
d76614020539405f481c0f5ffb9e6f88a0bf21b7,442.0748891004864
5ce2df96a99343819ead41bf242044177439696d,-0.2728139206770548
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,6.815521820897027
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-7.1950965307071195
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,548.1338206298642
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,431.80510839610633
176b027cd932b17fcb6f119cfcef338a175062b8,328.8307539792652
41474f2dda61d97f38ba79906d3dbcce223d1bd1,477.1323069858768
421eb738f9e2ea73e5f4227c915762d6421102ac,5.644737763099187
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,455.13368082350047
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,245.8225151501478
134d96275e3893946c3a0e1d59f86b336fe64f6e,6.2254426143977994
d4e97da32ccb6987ec074aa48c24ce949c05a78c,413.6614647928272
fa556e489987a0588e9a8edb5327e2bde1679670,0.41818732707446316
95c1d266a2524560761df98b376c17604733a6ad,521.7058851324093
c11c4303d2632cde64105a35554ecb77a8564260,470.43822288768393
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,476.73082242608405
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,541.9789544417927
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,444.11485062610456
580c34923cbde328e0aef1641dd02033fc862c04,487.82097037771297
156e1fb82056b0f6953c443446eb4dcceed7c03b,5.122946062910369
29d8bf198da9caa59047268faca60207da24d1b7,549.6959221360501
1b3f80a1cd9fff0408e96169fcaf006936b34fed,448.19095532769177
b5932043b62e0c58e16e2cc2c9d5489390e5c895,485.61193999483964
99092cc60948943c59d68d62ed81a75a03059113,424.1700760662358
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,220.1394890399108
dd69fca6f17420dc911016a79e70583ca7ea330d,391.6178093534083
d387995af060965fb9d18973f3dbf4904f071066,370.94608797626245
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,498.70737187589344
543674772357cf9d8a7a8e7dfb89384af80ec30e,507.55543815680085
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,420.91567653696376
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,5.472514251639527
0736d379ea0962e316ce84cce8e883321be36abb,434.4085159420675
98cc842c547c69a0d27776e272fd8b61131b0b37,374.65300555612856
890b7696fa85ca2b3e90b3951efec2135e88d5cf,478.98678800524186
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,663.6879612352086
d84b48f7dc7a6e387e6e985525143589754c5b13,426.3345183474743
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,463.8086831622956
dc4fe9d4124d9278f58f6f999711116a3fe58be7,461.09365818850256
f6624d763619c0898b34dc02adf06f53a1721cd0,448.4757364366268
60b1c12559860e7ad966da4c4db5c78e17278fc0,481.1298108445361
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.7677555158036249
4f365503582b97ea96462d0d36895a5e7f5926df,445.5287926384699
c80869804effb21d50cc8fff3f4c27ba5521240c,383.95004407666875
d0f351638d60e84b890a498d69c9a7961cdcdf36,498.325927764258
48e8ec135997ff3676648d5c144c3c7150a7bbb1,394.70078638674636
45484014aefd10ea3e4b08fb93e66c251709cca6,457.33282523307753
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,438.63001178958774
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,391.1309156355993
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,559.6982939787495
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,388.3564599906714
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,586.6128621893797
c83c66733c5bd90a59996e473bb69e44f6522976,275.6951887910739
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,1.9493508259237355
4c373daf5547a6292c4905696c148ec83f95f083,14.682748926575343
4549620b5459bb28990580f4ca0b4c2adc5b1a68,1.427559125734918
87f89c855f377c5b100ad2986cc6569e31d94a98,498.4956542578302
d0d8601aab147c191ae37365a930c1ed3eb0414b,5.472514251639527
9a25537903e8e7eab1dfb357903d241e24e86fb8,-4.724285636629457
eaecf3dd32668664e1dcc2d6c7a69042824806a6,454.0344655758381
d19fa85793fcb8ae3126d10592c9c57d3b32971f,10.773734811737853
c59b370d3aa06b68878c836bceac844953d74972,459.5863387807434
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-6.54309020920114
b2128312e70fdb830091aecb6b27d82617e2e226,272.88361136483934
8257941af168c0cc15f28bd596fd922352dae732,428.95730596445134
854ce153823802674f35bbe1ec010b12e9b3a56f,429.2706496067145
27f1db4e266b154f6f7fbef9c225fab472652a7b,402.98302528921494
11b90bed4a05d11169f308370faf81d6e9ca2c4f,380.2470733927631
5c55b7aeae6cb75ec715b4629812175239e45c15,-4.724285636629457
1391c7de937e0fea2ad23ebb111e513bf2aca2af,13.358532113899969
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.7677555158036249
39c22d725a24b290af887b25175ae0a8d560db4b,-0.3690950895227143
e001e1d73163c327a4d800697b1b36cd6921f60d,495.2128248160541
b83424ca8973e4b2eebf6eb9e26e842999432d22,397.09231679254026
202da3f471204ad489ebf0c3856437337534112d,-2.2534747425517967
912d751c54b46c860c5ba61666fc6fc59ca2689d,361.1245577292106
8376d681a277c58f06ab633a06eaa66391126246,-3.875076105025528
e114f7b197069bde8e158a0dbeaa022dd0c4e280,416.05982917279607
fa84edf183bd459ea9394d77bdc191683a75ff66,619.0335253271567
76190ff09a736ff83169394b770699b2709c5a27,493.424087055075
515db15df8581ae72bb8e8358833016adee74e02,377.84667449586567
e2a05053c19e6fba60d0e582e6c7f371728a7106,445.16042652304634
66c14322296ac259374ec98c5c3bb2bd67ba25e9,9.71499966233653
2378556841bc8d5746f2b94d6adefc2db20f9518,583.2869767746622
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,2.2040525164693596
796d558152d241567f8a72b535a5e36fe78886f3,468.6940942885879
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,515.0673447248118
3c748fc7a94edb7ac1484373751ffa8574a3281d,395.37848816237766
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,279.2780933880394
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,9.175698477240292
10a1e8808e744c619376bff659f859cd71e8c41d,421.7170007695151
fc959dafc37dde3f173f083486d84ce5c817443f,432.38374428117186
6979d91c0a1903a336c640e14eed100821a0e24d,480.57826518029816
d4e37c4c1235ce014392f6c8ba0436f195b9e459,537.264749292736
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,22.479784872560238
565a955a60c6073157aa869c0351c626a7171ef3,533.6166483795512
5697c01ee87a008056ebc0993a1028b41a26d251,4.504873193875892
99be797e423b5ae08fe342ea772738f71975df47,563.9862021873419
b579ea83f2d6c15b2c717d16a89827d65f39904b,502.3368483511731
e9373b5c22567bec508f2fa2580e4dc3ff687caa,554.3931077206819
a465af361b68bd536dd8bf61d522b9b21755ab60,496.4254532243738
c8feec2a94d996d03534ce935dec7a034667f107,701.9106186905681
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,437.2313665102345
f4f7888cfe88b7a3b0f3d94749921976353ae82c,459.65778839662244
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,459.90334573574756
2e466f15ac7b80870736fac2d0cf4bd7f362e852,412.2397605361268
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,10.444362997118631
fc83a5c665f70f39b4c7d326118cbf21a898e660,631.1211921396418
c26fbd904781a4f6c37a8f8969778f687c6c1424,12.511813717167183
ced4913c2220be57c54bc9f87bb4f441d5976671,448.35478659244774
880ade460a231d722e8bb0e4d17f3c8f77663d37,379.63582145366036
7c869f5b89ddf3130c87011b6508ee59e32682c5,408.5761404809114
9027f65d4e576928ca59690c280050c53d66506a,718.0375280345472
09eb415bcb9842d207139c8bddf32427a134d51e,537.2509649696335
f8224c83e27f4921df62876f7ff660b1dab3d974,471.10912767069965
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-5.9452137142765995
dfec3182aec0997207e0845b072498065ec89aac,682.2299130139265
d653549f6d0ba70e2113b2cc56e9a83e331d2462,529.983393260818
e95674df974af80342f676ca9e3540aecec2b8dc,523.1364768658034
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,485.9680721670491
2b7b15015ab18dc51893827c7e3f01d931a70410,2.429133635970059
22d86e8b43a9412df86ec15ac231b9919e3ec905,440.7115735779316
1c61035799f6afe7f44c1fb68567d7a8945c3943,577.9772169575474
d5ed4b8732b0d7127a64f7e71137d321c56cc198,365.79868834198015
63edbbe59337f861a710bee4fe8a691d231f23da,404.4228859461666
f62bf9257782d839d38f84376b79611ed0de655d,5.3033047040768295
cf14952b5b09ad1a9497769e3a08da2fd74c6102,5.448949223663359
21b8ef230efbfca6b5f15b36a3243d76ed390967,541.9065976675815
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,265.2322153083599
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-1.9496219391128575
3de3c134579726fe4606b7a05f82ce19f00adb09,634.7011461732386
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,443.3603423996865
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,357.3618491217682
520c60d32fd2af8be76abd332859b36d8ae45900,479.1021816568722
6cb6e2310b52c2898e500f81bea938446592568b,458.177072819999
0193b535914e1c5a445bede11a408bf1709cd3cb,471.0507230406213
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,512.0239390399133
c512a461034cd90a9c5f1a32332b748041cfeba3,5.472514251639527
6f77bbe0fc418131d06d15f50b30073eae680dbb,5.122946062910369
9b378e3937af8e97d4753cdf0c8917306354aaaf,511.55995976355774
1c92f54a5fe563622a0e23cf116461a7e147efd8,530.4158410149919
90facc45f7578775e3278aa0bd4fb59dad4d37c1,382.3722490603126
563bd02a1204c85e79026a020ba5af29bce95c12,285.9768228136116
c8062c4cc7e023996bd37b87295f5a2957ddb172,454.07460740249917
ea7cc5987f9cc7f756d501961f64fa5769013823,8.387759832629888
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,640.259818975482
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,419.2160375460165
1b61f7e184c7040ae4cea725153965e1f7f75308,434.24623077281393
aea68e00d370c2a0cfd02bf868824dec427bf23a,-1.9731869670890279
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,5.425384195687187
95a9c65324583892b2d1a0c1c5163488f92d4a6d,388.2549034984764
5b7e7632cf766876026d0da6aa7c6df77bc13438,427.31214758656085
a3be14b06b7aef01331da18e7a1678222b563151,0.05318924007593484
92b8965cf3fb76d11e5061f26e577c23d212b9c5,16.73445670024365
96fd0462597b8cf21b1e918c1947106cd8359e5d,483.11899727284697
5c1cef937c40bf8c30c119160bedde7ef679454e,592.3483445183242
27dce80bee1eadbcd82bc7d09adb063e116870f6,-3.875076105025528
271a7e5b703fc3f29f6669415048a760e6355c5b,0.07675426805210517
e39fbeab552a4b6492346d821d095c3a0d691555,381.99884406668355
93694c58636eabfe86550e734efb3775ba4d739f,496.7745778932885
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,640.8304137841603
6c05e70130682975c1485a862b6e08b895650671,406.39878455992
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,389.85805078714174
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,370.4309689510637
283df09083d3c7bec2590f22355c7ba32ec88623,519.8522120178859
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-5.0738538253586185
ff362d0a648559b9146fb97ee248eb423c3d6a50,2.1017158045549476
717ae2ab18e7ba03c4f3af66500ece6580b29b71,1.7535622864879077
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,602.6524722736963
23131f453efc29c2af9553d307692c60a3add1ae,503.33742472290186
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,416.83441258900075
941646a7d24ee2837d7de90ff0a736bb8f61d68c,276.6871851309416
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-3.875076105025528
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,539.5472221525324
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,418.4675175163843
72882a9cffe151d94be90e02ce3967a91b628099,507.3925259519693
cf62916c9829bd3ad05104151eee856d6de7ca1c,609.8739220898576
6b8f4241357e65c0491cc0ef96396f811574134c,476.7666539042989
298806ed4313157d412e860ac3ea8833d6ca6970,-0.17189187942476458
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,386.56451950295894
4485f973590cff61be5ec78cb3032d5fdf25b809,-6.845528341977958
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,418.2484429000429
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.7677555158036249
8288badec4740382dbf7c33e4095cd4db0021bf7,374.7234960125671
5e139289eb167622f915eea3d1d6e49d15d1c873,505.4690395291699
fc050b2c8fa3446890fe1418332352177dd34506,433.1243392258825
8f309746992f374b4c2ea88f171233a9469ba649,422.2500660571997
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,499.9627435289708
145b6344526f9df32f4046c8227282477c51d69f,419.66790465424475
